"ATP","Location","Tournament","Date","Series","Court","Surface","Round","Best of","Winner","Loser","WRank","LRank","WPts","LPts","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","Comment","B365W","B365L","PSW","PSL","MaxW","MaxL","AvgW","AvgL"
"29","Rome","Internazionali BNL d'Italia","5/11/2022","Masters 1000","Outdoor","Clay","2nd Round","3","Sinner J.","Fognini F.","13","56","3060","951","6","2","3","6","6","3","","","","","2","1","Completed","1.3","3.5","1.31","3.82","1.34","3.92","1.3","3.52"
"29","Rome","Internazionali BNL d'Italia","5/11/2022","Masters 1000","Outdoor","Clay","2nd Round","3","Cilic M.","Norrie C.","23","11","1650","3380","5","7","6","2","6","1","","","","","2","1","Completed","2.3","1.61","2.44","1.63","2.47","1.66","2.37","1.58"
"29","Rome","Internazionali BNL d'Italia","5/12/2022","Masters 1000","Outdoor","Clay","3rd Round","3","Zverev A.","De Minaur A.","3","22","7020","1691","6","3","7","6","","","","","","","2","0","Completed","1.22","4.33","1.25","4.43","1.27","4.88","1.22","4.2"
"29","Rome","Internazionali BNL d'Italia","5/12/2022","Masters 1000","Outdoor","Clay","3rd Round","3","Tsitsipas S.","Khachanov K.","5","24","5750","1620","4","6","6","0","6","3","","","","","2","1","Completed","1.2","4.5","1.22","4.91","1.26","4.91","1.21","4.42"
"29","Rome","Internazionali BNL d'Italia","5/12/2022","Masters 1000","Outdoor","Clay","3rd Round","3","Auger-Aliassime F.","Giron M.","9","59","3760","914","6","3","6","2","","","","","","","2","0","Completed","1.16","5","1.2","5.14","1.22","5.88","1.19","4.74"
"29","Rome","Internazionali BNL d'Italia","5/12/2022","Masters 1000","Outdoor","Clay","3rd Round","3","Sinner J.","Krajinovic F.","13","54","3060","960","6","2","7","6","","","","","","","2","0","Completed","1.25","4","1.24","4.57","1.28","4.57","1.23","4.12"
"29","Rome","Internazionali BNL d'Italia","5/12/2022","Masters 1000","Outdoor","Clay","3rd Round","3","Garin C.","Cilic M.","45","23","1033","1650","6","3","4","6","6","4","","","","","2","1","Completed","2.37","1.57","2.59","1.56","2.68","1.57","2.48","1.53"
"29","Rome","Internazionali BNL d'Italia","5/12/2022","Masters 1000","Outdoor","Clay","3rd Round","3","Djokovic N.","Wawrinka S.","1","361","8260","119","6","2","6","2","","","","","","","2","0","Completed","1.07","9","1.06","12.75","1.07","12.75","1.05","10.05"
"29","Rome","Internazionali BNL d'Italia","5/12/2022","Masters 1000","Outdoor","Clay","3rd Round","3","Ruud C.","Brooksby J.","10","38","3760","1117","6","3","6","4","","","","","","","2","0","Completed","1.22","4.33","1.26","4.39","1.29","4.5","1.23","4.11"
"29","Rome","Internazionali BNL d'Italia","5/12/2022","Masters 1000","Outdoor","Clay","3rd Round","3","Shapovalov D.","Nadal R.","16","4","2671","6435","1","6","7","5","6","2","","","","","2","1","Completed","5","1.16","6.15","1.16","6.4","1.18","5.52","1.15"
"29","Rome","Internazionali BNL d'Italia","5/13/2022","Masters 1000","Outdoor","Clay","Quarterfinals","3","Zverev A.","Garin C.","3","45","7020","1033","7","5","6","2","","","","","","","2","0","Completed","1.14","5.5","1.13","7.35","1.22","7.35","1.14","5.7"
"29","Rome","Internazionali BNL d'Italia","5/13/2022","Masters 1000","Outdoor","Clay","Quarterfinals","3","Tsitsipas S.","Sinner J.","5","13","5750","3060","7","6","6","2","","","","","","","2","0","Completed","1.44","2.75","1.52","2.73","1.52","2.87","1.46","2.73"
"29","Rome","Internazionali BNL d'Italia","5/13/2022","Masters 1000","Outdoor","Clay","Quarterfinals","3","Ruud C.","Shapovalov D.","10","16","3760","2671","7","6","7","5","","","","","","","2","0","Completed","1.4","3","1.44","3.02","1.45","3.2","1.41","2.9"
"29","Rome","Internazionali BNL d'Italia","5/13/2022","Masters 1000","Outdoor","Clay","Quarterfinals","3","Djokovic N.","Auger-Aliassime F.","1","9","8260","3760","7","5","7","6","","","","","","","2","0","Completed","1.16","5","1.18","5.59","1.21","6.1","1.17","5.24"
"29","Rome","Internazionali BNL d'Italia","5/14/2022","Masters 1000","Outdoor","Clay","Semifinals","3","Tsitsipas S.","Zverev A.","5","3","5750","7020","4","6","6","3","6","3","","","","","2","1","Completed","1.61","2.3","1.68","2.34","1.68","2.49","1.62","2.3"
"29","Rome","Internazionali BNL d'Italia","5/14/2022","Masters 1000","Outdoor","Clay","Semifinals","3","Djokovic N.","Ruud C.","1","10","8260","3760","6","4","6","3","","","","","","","2","0","Completed","1.2","4.5","1.28","4.1","1.28","5.06","1.22","4.32"
"29","Rome","Internazionali BNL d'Italia","5/15/2022","Masters 1000","Outdoor","Clay","The Final","3","Djokovic N.","Tsitsipas S.","1","5","8260","5750","6","0","7","6","","","","","","","2","0","Completed","1.44","2.75","1.51","2.77","1.53","3.55","1.46","2.75"
"30","Geneva","Geneva Open","5/15/2022","ATP250","Outdoor","Clay","1st Round","3","Griekspoor T.","Paul T.","64","33","912","1218","7","5","6","7","6","4","","","","","2","1","Completed","2.2","1.66","2.3","1.68","2.37","1.7","2.23","1.64"
"30","Geneva","Geneva Open","5/15/2022","ATP250","Outdoor","Clay","1st Round","3","Majchrzak K.","Bublik A.","81","41","762","1083","6","1","6","7","6","3","","","","","2","1","Completed","1.61","2.3","1.71","2.25","1.71","2.38","1.64","2.25"
"30","Geneva","Geneva Open","5/16/2022","ATP250","Outdoor","Clay","1st Round","3","Ivashka I.","Giron M.","50","49","997","1011","4","6","6","3","6","2","","","","","2","1","Completed","1.5","2.62","1.52","2.7","1.59","2.88","1.51","2.54"
"30","Geneva","Geneva Open","5/16/2022","ATP250","Outdoor","Clay","1st Round","3","Delbonis F.","Berankis R.","62","101","919","645","6","4","6","4","","","","","","","2","0","Completed","1.28","3.75","1.29","3.9","1.3","4","1.27","3.71"
"30","Geneva","Geneva Open","5/16/2022","ATP250","Outdoor","Clay","1st Round","3","Gasquet R.","Millman J.","75","93","808","698","6","3","6","1","","","","","","","2","0","Completed","1.57","2.37","1.63","2.41","1.63","2.45","1.59","2.34"
"30","Geneva","Geneva Open","5/16/2022","ATP250","Outdoor","Clay","1st Round","3","Cecchinato M.","Thiem D.","134","194","475","295","6","3","6","4","","","","","","","2","0","Completed","3","1.4","3.14","1.41","3.18","1.5","2.91","1.4"
"30","Geneva","Geneva Open","5/16/2022","ATP250","Outdoor","Clay","1st Round","3","Paire B.","Ruusuvuori E.","67","61","889","920","7","5","5","7","6","4","","","","","2","1","Completed","3","1.4","2.97","1.44","3.1","1.46","2.89","1.41"
"30","Geneva","Geneva Open","5/17/2022","ATP250","Outdoor","Clay","1st Round","3","Basilashvili N.","Bagnis F.","25","98","1653","663","6","4","","","","","","","","","1","0","Retired","1.61","2.3","1.69","2.27","1.69","2.51","1.64","2.24"
"30","Geneva","Geneva Open","5/17/2022","ATP250","Outdoor","Clay","1st Round","3","Sousa J.","Andujar P.","79","83","768","746","6","1","6","4","","","","","","","2","0","Completed","2.3","1.61","2.54","1.57","2.54","1.64","2.41","1.56"
"30","Geneva","Geneva Open","5/17/2022","ATP250","Outdoor","Clay","1st Round","3","O Connell C.","Ramos-Vinolas A.","124","42","502","1071","7","6","6","4","","","","","","","2","0","Completed","2.37","1.57","2.23","1.72","2.63","1.72","2.28","1.62"
"30","Geneva","Geneva Open","5/17/2022","ATP250","Outdoor","Clay","1st Round","3","Kokkinakis T.","Fognini F.","85","52","723","986","6","4","6","3","","","","","","","2","0","Completed","2.2","1.66","2.34","1.66","2.65","1.66","2.28","1.62"
"30","Geneva","Geneva Open","5/17/2022","ATP250","Outdoor","Clay","1st Round","3","Nikles J.","Riedi L.","317","301","156","162","5","7","7","6","7","5","","","","","2","1","Completed","2.2","1.66","2.34","1.66","2.34","1.86","2.09","1.73"
"30","Geneva","Geneva Open","5/17/2022","ATP250","Outdoor","Clay","2nd Round","3","Gasquet R.","Medvedev D.","75","2","808","7980","6","2","7","6","","","","","","","2","0","Completed","3","1.4","3.22","1.4","3.23","1.41","3.02","1.37"
"30","Geneva","Geneva Open","5/17/2022","ATP250","Outdoor","Clay","2nd Round","3","Majchrzak K.","Cecchinato M.","81","134","762","475","6","2","6","3","","","","","","","2","0","Completed","1.61","2.3","1.7","2.28","1.74","2.4","1.63","2.25"
"30","Geneva","Geneva Open","5/18/2022","ATP250","Outdoor","Clay","2nd Round","3","Opelka R.","O Connell C.","18","124","2090","502","6","3","7","5","","","","","","","2","0","Completed","1.8","2","1.74","2.22","1.82","2.22","1.75","2.07"
"30","Geneva","Geneva Open","5/18/2022","ATP250","Outdoor","Clay","2nd Round","3","Sousa J.","Basilashvili N.","79","25","768","1653","6","4","6","3","","","","","","","2","0","Completed","2.75","1.44","2.58","1.57","2.79","1.57","2.61","1.49"
"30","Geneva","Geneva Open","5/18/2022","ATP250","Outdoor","Clay","2nd Round","3","Kokkinakis T.","Delbonis F.","85","62","723","919","1","6","7","5","7","5","","","","","2","1","Completed","1.61","2.3","1.61","2.47","1.63","2.55","1.58","2.37"
"30","Geneva","Geneva Open","5/18/2022","ATP250","Outdoor","Clay","2nd Round","3","Griekspoor T.","Nikles J.","64","317","912","156","6","3","7","5","","","","","","","2","0","Completed","1.22","4.33","1.21","5.05","1.25","5.08","1.21","4.38"
"30","Geneva","Geneva Open","5/18/2022","ATP250","Outdoor","Clay","2nd Round","3","Ruud C.","Paire B.","8","67","3940","889","6","3","6","1","","","","","","","2","0","Completed","1.12","6","1.14","6.94","1.14","6.94","1.12","6.03"
"30","Geneva","Geneva Open","5/18/2022","ATP250","Outdoor","Clay","2nd Round","3","Ivashka I.","Shapovalov D.","50","15","997","2671","6","4","6","7","6","3","","","","","2","1","Completed","2.75","1.44","2.74","1.52","3","1.54","2.65","1.47"
"30","Geneva","Geneva Open","5/19/2022","ATP250","Outdoor","Clay","Quarterfinals","3","Opelka R.","Griekspoor T.","18","64","2090","912","6","4","3","6","6","3","","","","","2","1","Completed","1.61","2.3","1.54","2.67","1.63","2.78","1.55","2.44"
"30","Geneva","Geneva Open","5/19/2022","ATP250","Outdoor","Clay","Quarterfinals","3","Ruud C.","Kokkinakis T.","8","85","3940","723","6","4","7","6","","","","","","","2","0","Completed","1.2","4.5","1.19","5.36","1.24","5.5","1.18","4.69"
"30","Geneva","Geneva Open","5/19/2022","ATP250","Outdoor","Clay","Quarterfinals","3","Gasquet R.","Majchrzak K.","75","81","808","762","6","2","6","4","","","","","","","2","0","Completed","1.72","2.1","1.77","2.18","1.77","2.29","1.71","2.13"
"30","Geneva","Geneva Open","5/19/2022","ATP250","Outdoor","Clay","Quarterfinals","3","Sousa J.","Ivashka I.","79","50","768","997","7","5","7","5","","","","","","","2","0","Completed","3","1.4","3.12","1.42","3.12","1.45","2.94","1.4"
"30","Geneva","Geneva Open","5/20/2022","ATP250","Outdoor","Clay","Semifinals","3","Ruud C.","Opelka R.","8","18","3940","2090","7","6","7","5","","","","","","","2","0","Completed","1.25","4","1.31","3.83","1.31","4.2","1.27","3.8"
"30","Geneva","Geneva Open","5/20/2022","ATP250","Outdoor","Clay","Semifinals","3","Sousa J.","Gasquet R.","79","75","768","808","6","2","6","2","","","","","","","2","0","Completed","2.75","1.44","3.03","1.44","3.03","1.45","2.83","1.43"
"30","Geneva","Geneva Open","5/21/2022","ATP250","Outdoor","Clay","The Final","3","Ruud C.","Sousa J.","8","79","3940","768","7","6","4","6","7","6","","","","","2","1","Completed","1.12","6","1.15","6.53","1.18","7","1.14","5.91"
"31","Lyon","Lyon Open","5/15/2022","ATP250","Outdoor","Clay","1st Round","3","Cerundolo F.","Duckworth J.","44","70","1041","848","6","2","3","6","6","3","","","","","2","1","Completed","1.12","6","1.11","7.56","1.15","8.25","1.1","6.78"
"31","Lyon","Lyon Open","5/15/2022","ATP250","Outdoor","Clay","1st Round","3","Mannarino A.","Karatsev A.","73","39","838","1128","7","6","6","4","","","","","","","2","0","Completed","3.75","1.28","3.92","1.29","3.94","1.31","3.69","1.27"
"31","Lyon","Lyon Open","5/15/2022","ATP250","Outdoor","Clay","1st Round","3","Rune H.","Rinderknech A.","40","65","1089","907","7","6","7","6","","","","","","","2","0","Completed","1.25","4","1.27","4.16","1.31","4.16","1.25","3.84"
"31","Lyon","Lyon Open","5/16/2022","ATP250","Outdoor","Clay","1st Round","3","Humbert U.","Barrere G.","45","209","1034","269","6","3","6","4","","","","","","","2","0","Completed","1.5","2.62","1.51","2.74","1.52","3.02","1.48","2.63"
"31","Lyon","Lyon Open","5/16/2022","ATP250","Outdoor","Clay","1st Round","3","Kwon S.W.","Bedene A.","71","175","848","336","4","6","7","6","6","0","","","","","2","1","Completed","1.44","2.75","1.46","2.92","1.48","3","1.44","2.75"
"31","Lyon","Lyon Open","5/16/2022","ATP250","Outdoor","Clay","1st Round","3","Otte O.","Pouille L.","60","163","935","360","6","3","6","1","","","","","","","2","0","Completed","1.5","2.62","1.55","2.61","1.55","2.88","1.49","2.59"
"31","Lyon","Lyon Open","5/16/2022","ATP250","Outdoor","Clay","1st Round","3","Watanuki Y.","Martinez P.","263","43","199","1070","6","7","6","4","6","2","","","","","2","1","Completed","6","1.12","6.6","1.14","6.6","1.18","5.32","1.15"
"31","Lyon","Lyon Open","5/16/2022","ATP250","Outdoor","Clay","1st Round","3","Molcan A.","Tsonga J.W.","47","267","1029","191","6","4","6","4","","","","","","","2","0","Completed","1.2","4.5","1.21","4.95","1.22","4.95","1.19","4.53"
"31","Lyon","Lyon Open","5/16/2022","ATP250","Outdoor","Clay","1st Round","3","Baez S.","Etcheverry T.","38","90","1149","715","6","2","6","1","","","","","","","2","0","Completed","1.2","4.5","1.28","4.07","1.33","4.56","1.24","3.95"
"31","Lyon","Lyon Open","5/16/2022","ATP250","Outdoor","Clay","1st Round","3","Khachanov K.","Simon G.","24","159","1665","379","6","1","6","4","","","","","","","2","0","Completed","1.12","6","1.12","7.44","1.16","7.44","1.12","6.18"
"31","Lyon","Lyon Open","5/17/2022","ATP250","Outdoor","Clay","1st Round","3","Coria F.","Altmaier D.","59","54","937","970","6","3","3","6","6","3","","","","","2","1","Completed","2.1","1.72","2.11","1.81","2.24","1.82","2.06","1.75"
"31","Lyon","Lyon Open","5/17/2022","ATP250","Outdoor","Clay","1st Round","3","Guinard M.","Gaston H.","158","68","392","867","6","4","6","7","6","2","","","","","2","1","Completed","2.1","1.72","2.2","1.74","2.3","1.75","2.13","1.7"
"31","Lyon","Lyon Open","5/17/2022","ATP250","Outdoor","Clay","2nd Round","3","Watanuki Y.","Kwon S.W.","263","71","199","848","6","3","6","4","","","","","","","2","0","Completed","3","1.4","3.11","1.42","3.15","1.42","2.96","1.39"
"31","Lyon","Lyon Open","5/17/2022","ATP250","Outdoor","Clay","2nd Round","3","Baez S.","Otte O.","38","60","1149","935","5","7","6","4","6","2","","","","","2","1","Completed","1.4","3","1.41","3.17","1.44","3.5","1.38","3.02"
"31","Lyon","Lyon Open","5/17/2022","ATP250","Outdoor","Clay","2nd Round","3","Norrie C.","Cerundolo F.","11","44","3355","1041","6","4","6","4","","","","","","","2","0","Completed","1.4","3","1.43","3.05","1.44","3.68","1.4","2.93"
"31","Lyon","Lyon Open","5/17/2022","ATP250","Outdoor","Clay","2nd Round","3","De Minaur A.","Humbert U.","21","45","1771","1034","1","6","6","3","6","2","","","","","2","1","Completed","1.36","3.2","1.49","2.85","1.49","3.2","1.39","2.96"
"31","Lyon","Lyon Open","5/18/2022","ATP250","Outdoor","Clay","2nd Round","3","Coria F.","Carreno Busta P.","59","17","937","2135","7","5","6","3","","","","","","","2","0","Completed","4.33","1.22","4.41","1.25","4.6","1.25","4.21","1.22"
"31","Lyon","Lyon Open","5/18/2022","ATP250","Outdoor","Clay","2nd Round","3","Molcan A.","Khachanov K.","47","24","1029","1665","6","2","7","6","","","","","","","2","0","Completed","2.5","1.53","2.59","1.56","2.61","1.58","2.48","1.53"
"31","Lyon","Lyon Open","5/18/2022","ATP250","Outdoor","Clay","2nd Round","3","Rune H.","Mannarino A.","40","73","1089","838","6","4","6","3","","","","","","","2","0","Completed","1.1","7","1.11","7.84","1.13","9","1.09","7.15"
"31","Lyon","Lyon Open","5/19/2022","ATP250","Outdoor","Clay","2nd Round","3","Molcan A.","Coria F.","47","59","1029","937","6","3","6","2","","","","","","","2","0","Completed","1.66","2.2","1.65","2.39","1.69","2.46","1.61","2.3"
"31","Lyon","Lyon Open","5/19/2022","ATP250","Outdoor","Clay","Quarterfinals","3","Guinard M.","Mmoh M.","158","179","392","324","4","6","6","4","7","5","","","","","2","1","Completed","1.57","2.37","1.6","2.51","1.61","2.51","1.57","2.38"
"31","Lyon","Lyon Open","5/19/2022","ATP250","Outdoor","Clay","Quarterfinals","3","De Minaur A.","Watanuki Y.","21","263","1771","199","6","4","","","","","","","","","1","0","Retired","1.16","5","1.17","5.8","1.19","6","1.16","5.23"
"31","Lyon","Lyon Open","5/19/2022","ATP250","Outdoor","Clay","Quarterfinals","3","Rune H.","Guinard M.","40","158","1089","392","3","6","6","3","6","4","","","","","2","1","Completed","1.14","5.5","1.15","6.15","1.19","6.15","1.14","5.58"
"31","Lyon","Lyon Open","5/19/2022","ATP250","Outdoor","Clay","Quarterfinals","3","Norrie C.","Baez S.","11","38","3355","1149","6","4","4","6","7","5","","","","","2","1","Completed","2.1","1.72","2.21","1.75","2.28","1.78","2.14","1.7"
"31","Lyon","Lyon Open","5/20/2022","ATP250","Outdoor","Clay","Semifinals","3","Molcan A.","De Minaur A.","47","21","1029","1771","7","6","6","2","","","","","","","2","0","Completed","2.2","1.66","2.2","1.75","2.3","1.76","2.17","1.69"
"31","Lyon","Lyon Open","5/20/2022","ATP250","Outdoor","Clay","Semifinals","3","Norrie C.","Rune H.","11","40","3355","1089","6","2","5","7","6","4","","","","","2","1","Completed","1.57","2.37","1.63","2.37","1.63","2.53","1.58","2.37"
"31","Lyon","Lyon Open","5/21/2022","ATP250","Outdoor","Clay","The Final","3","Norrie C.","Molcan A.","11","47","3355","1029","6","3","6","7","6","1","","","","","2","1","Completed","1.61","2.3","1.68","2.33","1.69","2.38","1.63","2.27"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Dellien H.","Thiem D.","90","190","703","295","6","3","6","2","6","4","","","","","3","0","Completed","1.8","2","1.95","1.95","2.05","2","1.96","1.86"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Munar J.","Altmaier D.","87","53","710","970","6","1","6","3","4","6","6","3","","","3","1","Completed","1.4","3","1.4","3.21","1.45","3.21","1.4","2.94"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Coric B.","Taberner C.","279","85","183","720","3","6","6","2","6","3","6","1","","","3","1","Completed","1.9","1.9","1.83","2.1","2.03","2.1","1.85","1.97"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Dimitrov G.","Giron M.","21","49","1740","1011","6","1","6","1","6","1","","","","","3","0","Completed","1.14","5.5","1.15","6.39","1.17","6.39","1.14","5.7"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Bedene A.","O Connell C.","195","117","291","524","6","2","6","4","6","7","6","1","","","3","1","Completed","3.75","1.28","4.13","1.28","4.13","1.32","3.63","1.29"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Schwartzman D.","Kuznetsov An.","16","228","2505","237","6","3","1","6","6","4","6","2","","","3","1","Completed","1.07","9","1.1","8.96","1.13","11","1.08","8.08"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Barrere G.","Daniel T.","210","115","269","527","3","6","6","2","0","6","6","3","6","4","3","2","Completed","3.5","1.3","3.92","1.3","4.55","1.33","3.62","1.29"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Van De Zandschulp B.","Kotov P.","29","141","1344","443","6","3","3","6","6","3","6","2","","","3","1","Completed","1.28","3.75","1.27","3.79","1.32","4.33","1.26","3.88"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Isner J.","Halys Q.","26","84","1616","722","7","6","4","6","7","6","7","6","","","3","1","Completed","1.5","2.62","1.55","2.64","1.64","2.64","1.56","2.44"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Auger-Aliassime F.","Varillas J. P.","9","122","3820","504","2","6","2","6","6","1","6","3","6","3","3","2","Completed","1.16","5","1.15","6.39","1.2","7.4","1.15","5.52"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Cuevas P.","Brooksby J.","149","34","418","1207","6","2","6","1","6","2","","","","","3","0","Completed","3","1.4","3.19","1.41","3.38","1.41","3.05","1.38"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Griekspoor T.","Davidovich Fokina A.","58","28","949","1400","2","6","6","0","6","4","6","3","","","3","1","Completed","4","1.25","4.03","1.29","4.35","1.29","3.85","1.27"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Fognini F.","Popyrin A.","51","102","976","616","6","4","7","5","6","4","","","","","3","0","Completed","1.5","2.62","1.65","2.4","1.66","2.64","1.58","2.41"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Khachanov K.","Borges N.","25","135","1620","467","6","3","2","6","6","4","6","4","","","3","1","Completed","1.28","3.75","1.25","4.49","1.31","4.51","1.26","3.94"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Ramos-Vinolas A.","Kokkinakis T.","44","86","1058","718","6","4","4","6","6","4","7","6","","","3","1","Completed","2","1.8","2.07","1.85","2.14","1.95","1.98","1.83"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Ugo Carabelli C.","Karatsev A.","155","41","410","1128","6","3","4","6","6","4","3","6","7","6","3","2","Completed","2.2","1.66","2.43","1.63","2.43","1.72","2.28","1.63"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Zverev A.","Ofner S.","3","219","7075","255","6","2","6","4","6","4","","","","","3","0","Completed","1.05","11","1.04","15.9","1.05","16","1.04","12.73"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Kubler J.","Kudla D.","160","81","367","762","7","6","7","6","7","6","","","","","3","0","Completed","1.5","2.62","1.54","2.66","1.56","2.75","1.52","2.54"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Zapata Miralles B.","Mmoh M.","131","176","475","330","7","6","6","3","7","5","","","","","3","0","Completed","1.25","4","1.29","4.01","1.31","4.25","1.26","3.9"
"32","Paris","French Open","5/22/2022","Grand Slam","Outdoor","Clay","1st Round","5","Alcaraz C.","Londero J.I.","6","142","4648","442","6","4","6","2","6","0","","","","","3","0","Completed","1.02","19","1.005","34.86","1.02","34.86","1.01","20.85"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Gojo B.","Giannessi A.","223","173","249","334","6","4","6","7","6","7","7","6","6","4","3","2","Completed","1.72","2.1","1.79","2.15","1.83","2.34","1.75","2.09"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Krajinovic F.","Opelka R.","55","17","965","2180","7","6","6","2","6","3","","","","","3","0","Completed","2.2","1.66","2.17","1.78","2.3","1.78","2.21","1.68"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Fritz T.","Rodriguez Taverna S.","14","201","2920","287","7","6","3","6","6","3","4","6","6","4","3","2","Completed","1.12","6","1.17","5.82","1.17","7","1.15","5.57"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Baez S.","Lajovic D.","36","64","1178","896","6","3","3","6","6","4","6","3","","","3","1","Completed","1.33","3.4","1.33","3.64","1.41","3.74","1.33","3.36"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Nakashima B.","Majchrzak K.","75","79","827","775","6","4","2","6","4","6","7","6","6","2","3","2","Completed","2","1.8","2","1.91","2.19","1.91","1.98","1.83"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Basilashvili N.","Cressy M.","24","62","1628","914","3","6","2","6","7","6","6","4","6","4","3","2","Completed","1.3","3.5","1.34","3.57","1.38","3.92","1.32","3.43"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Norrie C.","Guinard M.","11","146","3455","429","7","5","6","2","6","0","","","","","3","0","Completed","1.08","8","1.12","7.63","1.12","11.42","1.08","8.3"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Moutet C.","Wawrinka S.","139","264","451","204","2","6","6","3","7","6","6","3","","","3","1","Completed","2.3","1.61","2.26","1.71","2.57","1.74","2.3","1.64"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Evans D.","Cerundolo F.","32","45","1232","1051","7","6","6","4","6","4","","","","","3","0","Completed","2","1.8","2.12","1.81","2.12","2","2.02","1.81"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Nadal R.","Thompson J.","5","82","5525","748","6","2","6","2","6","2","","","","","3","0","Completed","1.01","23","1.02","21.59","1.02","34","1.01","19.07"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Mcdonald M.","Agamenone F.","60","156","941","407","1","6","6","2","6","3","7","6","","","3","1","Completed","1.61","2.3","1.64","2.41","1.68","2.5","1.6","2.34"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Kecmanovic M.","Etcheverry T.","31","88","1316","710","6","3","7","5","6","3","","","","","3","0","Completed","1.11","6.5","1.1","8.39","1.14","8.49","1.1","7.04"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Cachin P.","Gombos N.","153","112","412","551","6","1","3","6","6","2","6","3","","","3","1","Completed","1.44","2.75","1.53","2.68","1.62","2.79","1.5","2.59"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Fucsovics M.","Blancaneaux G.","57","191","955","295","6","2","6","4","6","4","","","","","3","0","Completed","1.33","3.4","1.37","3.39","1.38","3.52","1.34","3.32"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Ymer M.","Duckworth J.","95","72","672","848","6","2","6","4","6","2","","","","","3","0","Completed","1.33","3.4","1.34","3.6","1.36","3.66","1.32","3.42"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Cilic M.","Balazs A.","23","262","1695","207","6","0","6","1","6","2","","","","","3","0","Completed","1.06","10","1.04","15.77","1.06","15.77","1.04","11.45"
"32","Paris","French Open","5/23/2022","Grand Slam","Outdoor","Clay","1st Round","5","Djokovic N.","Nishioka Y.","1","99","8660","654","6","3","6","1","6","0","","","","","3","0","Completed","1.01","26","1.01","33.62","1.01","34","1.01","21.46"
"32","Paris","French Open","5/24/2022","Grand Slam","Outdoor","Clay","1st Round","5","Sousa J.","Tseng C. H.","63","109","906","565","6","7","6","1","4","6","6","1","6","4","3","2","Completed","1.8","2","1.9","2.01","1.95","2.21","1.81","2.02"
"32","Paris","French Open","5/24/2022","Grand Slam","Outdoor","Clay","1st Round","5","Rune H.","Shapovalov D.","40","15","1159","2531","6","3","6","1","7","6","","","","","3","0","Completed","2","1.8","2.16","1.78","2.3","1.85","2.11","1.73"
